,pokedex_number,attack,defense,hp,sp_attack,sp_defense,speed,base_total,capture_rate,classfication,experience_growth,height_m,type1,type2,weight_kg,generation,name,PC1,PC2,Cluster,Cluster Name
383,402,85,51,77,55,51,65,384,45,116,1059860,1.0,0,0,25.5,4,Kricketune,-0.48285912524552527,2.554298245064702,2,Fully Evolved
384,403,65,34,45,40,34,45,263,235,184,1059860,0.5,3,3,9.5,4,Shinx,-3.1448012303882757,1.6600990156222468,1,Baby
385,404,85,49,60,60,49,60,363,120,468,1059860,0.9,3,3,30.5,4,Luxio,-1.2000289789300596,1.6082461864099469,1,Baby
386,405,120,79,80,95,79,70,523,45,209,1059860,1.4,3,3,42.0,4,Luxray,1.5334411597026631,1.7700453577755781,2,Fully Evolved
387,406,30,35,40,50,70,55,280,255,70,1059860,0.2,9,13,1.2,4,Budew,-3.052240599028674,-0.22416860262387292,1,Baby
388,407,70,65,60,125,105,90,515,75,61,1059860,0.9,9,13,14.5,4,Roserade,1.0978623325203825,0.23396444084470416,2,Fully Evolved
389,408,125,40,67,30,30,58,350,45,226,600000,0.9,15,15,31.5,4,Cranidos,-1.352754338588105,-1.2323564422635152,1,Baby
390,409,165,60,97,65,50,58,495,45,226,600000,1.6,15,15,102.5,4,Rampardos,1.01645452212109,-1.3651178652787186,2,Fully Evolved
391,410,42,118,30,42,88,30,350,45,449,600000,0.5,15,16,57.0,4,Shieldon,-1.4155483946232794,-2.6840914026540528,1,Baby
392,411,52,168,60,47,138,30,495,45,449,600000,1.3,15,16,149.5,4,Bastiodon,1.0556203184341628,-3.365303232679627,2,Fully Evolved
393,412,29,45,40,29,45,36,224,120,22,1000000,0.2,0,0,3.4,4,Burmy,-3.260182565614962,2.1589970127146083,1,Baby
394,413,69,95,60,69,95,36,424,45,22,1000000,0.5,0,9,6.5,4,Wormadam,-0.08908965126479368,0.7770184785138007,2,Fully Evolved
395,414,94,50,70,94,50,66,424,45,332,1000000,0.9,0,7,23.3,4,Mothim,-0.10216720347719335,1.7111466297100304,2,Fully Evolved
396,415,30,42,30,30,42,70,244,120,514,1059860,0.3,0,7,5.5,4,Combee,-3.1183869440938228,1.4054827576988218,1,Baby
397,416,80,102,70,80,102,40,474,45,36,1059860,1.2,0,7,38.5,4,Vespiquen,0.9158682720904906,1.0040565962473567,2,Fully Evolved
398,417,45,70,60,45,90,95,405,200,155,1000000,0.4,3,3,3.9,4,Pachirisu,-1.2322450133893414,1.6909952234746077,1,Baby
399,418,65,35,55,60,30,85,330,190,436,1000000,0.7,17,17,29.5,4,Buizel,-2.0911597719951383,-1.3447476926862227,1,Baby
400,419,105,55,85,85,50,115,495,75,436,1000000,1.1,17,17,33.5,4,Floatzel,0.7390125838431141,-1.0360265116001677,2,Fully Evolved
401,420,35,45,45,62,53,35,275,190,89,1000000,0.4,9,9,3.3,4,Cherubi,-2.7987865149839877,0.06838640497151666,1,Baby
402,421,60,70,70,87,78,85,450,75,55,1000000,0.5,9,9,9.3,4,Cherrim,0.041094059266975395,0.5322605658382104,2,Fully Evolved
403,422,48,48,76,57,62,34,325,190,435,1000000,0.3,17,17,6.3,4,Shellos,-2.1445577344766904,-2.0949960960331184,1,Baby
404,423,83,68,111,92,82,39,475,75,435,1000000,0.9,17,10,29.9,4,Gastrodon,0.6536322723182743,-1.1851157649581294,2,Fully Evolved
405,424,100,66,75,60,66,115,482,45,302,800000,1.2,12,12,20.3,4,Ambipom,0.5222311601701904,-0.1261377337341124,2,Fully Evolved
406,425,50,34,90,60,44,70,348,125,26,1640000,0.4,8,7,1.2,4,Drifloon,-0.9563847071523935,1.4048011918618861,1,Baby
407,426,80,44,150,90,54,80,498,60,53,1640000,1.2,8,7,15.0,4,Drifblim,1.6573372669930506,1.4660033160644546,2,Fully Evolved
408,427,66,44,55,44,56,85,350,190,393,1000000,0.4,12,12,5.5,4,Buneary,-1.9477949826181395,-0.2983528162121193,1,Baby
409,428,136,94,65,54,96,135,580,60,393,1000000,1.2,12,12,33.3,4,Lopunny,1.930713463658471,-0.04377117359723451,2,Fully Evolved
410,429,60,60,60,105,105,105,495,45,310,800000,0.9,8,8,4.4,4,Mismagius,0.5990982587324731,0.7412649119151378,2,Fully Evolved
411,430,125,52,100,105,52,71,505,30,38,1059860,0.9,1,7,27.3,4,Honchkrow,1.2220894029758522,1.9571395376459664,2,Fully Evolved
412,431,55,42,49,42,37,85,310,190,81,800000,0.5,12,12,3.9,4,Glameow,-2.602559100065765,-0.21658913410076544,1,Baby
413,432,82,64,71,64,59,112,452,75,512,800000,1.0,12,12,43.8,4,Purugly,-0.06990283821329016,-0.3208774543977584,2,Fully Evolved
414,433,30,50,45,65,50,45,285,120,37,800000,0.2,14,14,0.6,4,Chingling,-2.5985474447851256,-1.0831785019455267,1,Baby
415,434,63,47,63,41,41,74,329,225,453,1000000,0.4,13,1,19.2,4,Stunky,-2.3466202422002547,0.7823197041399865,1,Baby
416,435,93,67,103,71,61,84,479,60,453,1000000,1.0,13,1,38.0,4,Skuntank,0.6592983460327071,0.8523916196728385,2,Fully Evolved
417,436,24,86,57,24,86,23,300,255,65,1000000,0.5,16,14,60.5,4,Bronzor,-2.4835579810443673,-2.1298039383209084,1,Baby
418,437,89,116,67,79,116,33,500,90,64,1000000,1.3,16,14,187.0,4,Bronzong,1.4856228331270538,-2.0629571213663715,2,Fully Evolved
419,438,80,95,50,10,45,10,290,255,58,1000000,0.5,15,15,15.0,4,Bonsly,-2.7549153587112833,-2.0342214992170176,1,Baby
420,439,25,45,20,70,90,60,310,145,325,1000000,0.6,14,4,13.0,4,Mime Jr.,-2.138197862601946,0.20242190746016794,1,Baby
421,440,5,5,100,15,65,30,220,130,370,800000,0.6,12,12,24.4,4,Happiny,-3.279977310571441,-1.1108784663214504,1,Baby
422,441,65,45,76,92,42,91,411,30,339,1059860,0.5,12,7,1.9,4,Chatot,-0.33666706825588505,0.7373870863653215,2,Fully Evolved
423,442,92,108,50,92,108,35,485,100,191,1000000,1.0,8,1,108.0,4,Spiritomb,0.8615712327358693,0.6589408017455594,2,Fully Evolved
424,443,70,45,58,40,45,42,300,45,275,1250000,0.7,2,10,20.5,4,Gible,-1.5286867895521432,0.8950483477778807,1,Baby
425,444,90,65,68,50,55,82,410,45,83,1250000,1.4,2,10,56.0,4,Gabite,0.1933294998555397,1.2412912443294224,2,Fully Evolved
426,445,170,115,108,120,95,92,700,45,309,1250000,1.9,2,10,95.0,4,Garchomp,4.315034007026111,1.091233925993917,0,Legendary
427,446,85,40,135,40,85,5,390,50,39,1250000,0.6,12,12,105.0,4,Munchlax,0.17765721358820735,-0.9178880472197619,2,Fully Evolved
428,447,70,40,40,35,40,60,285,75,158,1059860,0.7,5,5,20.2,4,Riolu,-2.0740018267328284,1.3681122866118052,1,Baby
429,448,145,88,70,140,70,112,625,45,17,1059860,1.2,5,16,54.0,4,Lucario,2.7976742567837003,0.6915117768075564,2,Fully Evolved
430,449,72,78,68,38,42,32,330,140,234,1250000,0.8,10,10,49.5,4,Hippopotas,-1.393286209300833,-0.3857406406027226,1,Baby
431,450,112,118,108,68,72,47,525,60,228,1250000,2.0,10,10,300.0,4,Hippowdon,2.570943625300019,-0.7920602614801243,0,Legendary
432,451,50,90,40,30,55,65,330,120,424,1250000,0.8,13,0,12.0,4,Skorupi,-1.5425944388605914,0.6529638758233794,1,Baby
433,452,90,110,70,60,75,95,500,45,349,1250000,1.3,13,1,61.5,4,Drapion,1.333974434638846,0.8135727140172513,2,Fully Evolved
434,453,61,40,48,61,40,50,300,140,525,1000000,0.7,13,5,23.0,4,Croagunk,-2.239185822781653,0.15461162791010444,1,Baby
435,454,106,65,83,86,65,85,490,75,525,1000000,1.3,13,5,44.4,4,Toxicroak,0.7993682636071274,0.40747510547483934,2,Fully Evolved
436,455,100,72,74,90,72,46,454,200,71,1250000,1.4,9,9,27.0,4,Carnivine,0.15559559561856265,0.28004498951537987,2,Fully Evolved
437,456,49,56,49,49,61,66,330,190,568,600000,0.4,17,17,7.0,4,Finneon,-2.570790899578894,-2.187503176159407,1,Baby
438,457,69,76,69,69,86,91,460,75,343,600000,1.2,17,17,24.0,4,Lumineon,-0.008994737202973281,-1.915033919160531,2,Fully Evolved
439,458,20,50,45,60,120,50,345,25,271,1250000,1.0,17,7,65.0,4,Mantyke,-0.5409280645165923,-0.6295632901893846,1,Baby
440,459,62,50,60,62,60,40,334,120,201,1250000,1.0,9,11,50.5,4,Snover,-1.1864029085101528,-0.08100154970342173,1,Baby
441,460,132,105,90,132,105,30,594,60,201,1250000,2.2,9,11,135.5,4,Abomasnow,3.203631415965106,-0.4374226366208853,0,Legendary
442,461,120,65,70,45,85,125,510,45,444,1059860,1.1,1,11,34.0,4,Weavile,1.065500413300988,1.335819755621219,2,Fully Evolved
443,462,70,115,70,130,90,60,535,30,311,1000000,1.2,3,16,180.0,4,Magnezone,1.967440194536659,-0.5369537968585475,2,Fully Evolved
444,463,85,95,110,80,95,50,515,30,286,1000000,1.7,12,12,140.0,4,Lickilicky,1.880162973687315,-1.1411952369978138,2,Fully Evolved
445,464,140,130,115,55,55,40,535,30,147,1250000,2.4,10,15,282.8,4,Rhyperior,2.9334084905726314,-1.4446346932849363,0,Legendary
446,465,100,125,100,110,50,50,535,30,546,1000000,2.0,9,9,128.6,4,Tangrowth,2.045056292705042,-0.5226440673201707,2,Fully Evolved
447,466,123,67,75,95,85,95,540,30,511,1000000,1.8,3,3,138.6,4,Electivire,1.9978101585503598,1.7386095554091443,2,Fully Evolved
448,467,95,67,75,125,95,83,540,30,49,1000000,1.6,6,6,68.0,4,Magmortar,1.9236579962014284,1.3064859759412206,2,Fully Evolved
449,468,50,95,85,120,115,80,545,30,264,800000,1.5,4,7,38.0,4,Togekiss,1.6676861521863915,0.6931629217360484,2,Fully Evolved
450,469,76,86,86,116,56,95,515,30,348,1000000,1.9,0,7,51.5,4,Yanmega,1.463523095810276,1.6235907821660434,2,Fully Evolved
451,470,110,130,65,60,65,95,525,45,543,1000000,1.0,9,9,25.5,4,Leafeon,1.1762492975926662,-0.048290701758249996,2,Fully Evolved
452,471,60,110,65,130,95,65,525,45,199,1000000,0.8,11,11,25.9,4,Glaceon,1.316849747321052,-0.425475891849557,2,Fully Evolved
453,472,95,125,75,45,75,95,510,30,170,1059860,2.0,10,7,42.5,4,Gliscor,1.539212509937049,0.17741905799788385,2,Fully Evolved
454,473,130,80,110,70,60,80,530,50,539,1250000,2.5,11,10,291.0,4,Mamoswine,2.6573388388973935,-0.3987661679579527,0,Legendary
455,474,80,70,85,135,75,90,535,30,547,1000000,0.9,12,12,34.0,4,Porygon-Z,1.4497951667146243,-0.22735660886334544,2,Fully Evolved
456,475,165,95,68,65,115,110,618,45,47,1250000,1.6,14,5,52.0,4,Gallade,3.07752398126011,0.7862746037229135,2,Fully Evolved
457,476,55,145,60,75,150,40,525,60,106,1000000,1.4,15,16,340.0,4,Probopass,2.3461891366584595,-2.7705085276278503,0,Legendary
458,477,100,135,45,65,135,45,525,45,218,800000,2.2,8,8,106.6,4,Dusknoir,1.7749292118553743,-0.6796114123916064,2,Fully Evolved
459,478,80,70,70,80,70,110,480,75,462,1000000,1.3,11,8,26.6,4,Froslass,0.551460030333448,0.42781576692138307,2,Fully Evolved
460,479,65,107,50,105,107,86,520,45,367,1000000,0.3,3,8,0.3,4,Rotom,0.9233006384277094,0.9200837402377413,2,Fully Evolved
461,480,75,130,75,75,130,95,580,3,273,1250000,0.3,14,14,0.3,4,Uxie,2.2471342957119553,-1.0159215477052026,2,Fully Evolved
462,481,105,105,80,105,105,80,580,3,161,1250000,0.3,14,14,0.3,4,Mesprit,2.3001514679880084,-0.6452375109158405,2,Fully Evolved
463,482,125,70,75,125,70,115,580,3,564,1250000,0.3,14,14,0.3,4,Azelf,2.08703680778387,-0.033656596477193795,2,Fully Evolved
464,483,120,120,100,150,100,90,680,3,504,1250000,5.4,16,2,683.0,4,Dialga,6.666894546289681,-0.6023590466921516,0,Legendary
465,484,120,100,90,150,120,100,680,3,469,1250000,4.2,17,2,336.0,4,Palkia,5.477899389453691,0.050171390922077674,0,Legendary
466,485,90,106,91,130,106,77,600,3,280,1250000,1.7,6,16,430.0,4,Heatran,3.9854975981640726,-0.7760663448701913,0,Legendary
467,486,160,110,110,80,110,100,670,3,104,1250000,3.7,12,12,420.0,4,Regigigas,5.506525413184199,-0.7372467552793537,0,Legendary
468,487,120,100,150,120,100,90,680,3,397,1250000,4.5,8,2,750.0,4,Giratina,6.65688410890964,0.25281024573226624,0,Legendary
469,488,70,120,120,75,130,85,600,3,307,1250000,1.5,14,14,85.6,4,Cresselia,3.1411210246658494,-1.3461105369368687,2,Fully Evolved
470,489,80,80,80,80,80,80,480,30,431,1250000,0.4,17,17,3.1,4,Phione,0.8034928959861589,-1.4573403708398127,2,Fully Evolved
471,490,100,100,100,100,100,100,600,3,437,1250000,0.3,17,17,1.4,4,Manaphy,2.4907697134510522,-1.3276280499910655,2,Fully Evolved
472,491,90,90,70,135,90,125,600,3,365,1250000,1.5,1,1,50.5,4,Darkrai,2.785625566596585,2.8094490720696235,2,Fully Evolved
473,492,103,75,100,120,75,127,600,45,217,1059860,0.2,9,9,2.1,4,Shaymin,2.033614637273446,1.138779996625485,2,Fully Evolved
474,493,120,120,120,120,120,120,720,3,2,1250000,3.2,12,12,320.0,4,Arceus,5.774283492043677,-0.39431117110999125,0,Legendary
475,494,100,100,100,100,100,100,600,3,545,1250000,0.4,14,6,4.0,5,Victini,2.5054581284824544,0.4013594261942533,2,Fully Evolved
476,495,45,55,45,45,55,63,308,45,215,1059860,0.6,9,9,8.1,5,Snivy,-1.6611968112695796,0.3669912044166419,1,Baby
477,496,60,75,60,60,75,83,413,45,215,1059860,0.8,9,9,16.0,5,Servine,-0.19378440946719536,0.4251973136702622,2,Fully Evolved
478,497,75,95,75,75,95,113,528,45,395,1059860,3.3,9,9,63.0,5,Serperior,2.0772354130436943,0.2625004703025422,2,Fully Evolved
479,498,63,45,65,45,45,45,308,45,176,1059860,0.5,6,6,9.9,5,Tepig,-1.6217880158315652,1.037934522509551,1,Baby
480,499,93,55,90,70,55,55,418,45,176,1059860,1.0,6,5,55.5,5,Pignite,0.12114236314889816,1.2212338496241415,2,Fully Evolved
481,500,123,65,110,100,65,65,528,45,319,1059860,1.6,6,5,150.0,5,Emboar,1.9723557089463628,1.145966660893617,2,Fully Evolved
482,501,55,45,55,63,45,45,308,45,434,1059860,0.5,17,17,5.9,5,Oshawott,-1.6649040388310548,-1.6246777528271015,1,Baby
483,502,75,60,75,83,60,60,413,45,138,1059860,0.8,17,17,24.5,5,Dewott,-0.05668405336579264,-1.3761252362379008,2,Fully Evolved
484,503,100,85,95,108,70,70,528,45,193,1059860,1.5,17,17,94.6,5,Samurott,1.8421840721619411,-1.5162972149428844,2,Fully Evolved
485,504,55,39,45,35,39,42,255,255,425,1000000,0.5,12,12,11.6,5,Patrat,-3.3830139543994173,-0.6806453151399139,1,Baby
486,505,85,69,60,60,69,77,420,255,304,1000000,1.1,12,12,27.0,5,Watchog,-0.9814696076412492,-0.4474740007936973,1,Baby
487,506,60,45,45,25,45,55,275,255,392,1059860,0.4,12,12,4.1,5,Lillipup,-3.123524590276067,-0.5500287880366679,1,Baby
488,507,80,65,65,35,65,60,370,120,306,1059860,0.9,12,12,14.7,5,Herdier,-1.0297390349989701,-0.5531442640371268,1,Baby
489,508,110,90,85,45,90,80,500,45,43,1059860,1.2,12,12,61.0,5,Stoutland,1.3079462196592113,-0.3766580118031615,2,Fully Evolved
490,509,50,37,41,50,37,66,281,255,133,1000000,0.4,1,1,10.1,5,Purrloin,-3.108930524173813,2.3910306095062666,1,Baby
491,510,88,50,64,88,50,106,446,90,117,1000000,1.1,1,1,37.5,5,Liepard,0.05052595983956248,2.9145375071214663,2,Fully Evolved
492,511,53,48,50,53,48,64,316,190,213,1000000,0.6,9,9,10.5,5,Pansage,-2.253907899391449,0.3707446226028167,1,Baby
493,512,98,63,75,98,63,101,498,75,506,1000000,1.1,9,9,30.5,5,Simisage,0.772572179928349,0.6914649023549204,2,Fully Evolved
494,513,53,48,50,53,48,64,316,190,233,1000000,0.6,6,6,11.0,5,Pansear,-2.269735457948094,1.057388417375554,1,Baby
495,514,98,63,75,98,63,101,498,75,159,1000000,1.0,6,6,28.0,5,Simisear,0.8094642806312199,1.6179266376546844,2,Fully Evolved
496,515,53,48,50,53,48,64,316,190,478,1000000,0.6,17,17,13.5,5,Panpour,-2.2772530259622505,-1.6644802366553484,1,Baby
497,516,98,63,75,98,63,101,498,75,208,1000000,1.0,17,17,29.0,5,Simipour,0.8452150617431912,-0.9797355526589365,2,Fully Evolved
498,517,25,45,76,67,55,24,292,190,146,800000,0.6,14,14,23.3,5,Munna,-2.557033407337673,-1.3989610693206216,1,Baby
499,518,55,85,116,107,95,29,487,75,148,800000,1.1,14,14,60.5,5,Musharna,0.8704157669533523,-1.5918474027237062,2,Fully Evolved
500,519,55,50,50,36,30,43,264,255,518,1059860,0.3,12,7,2.1,5,Pidove,-3.3213773711229426,-0.08659278634502289,1,Baby
501,520,77,62,62,50,42,65,358,120,563,1059860,0.6,12,7,15.0,5,Tranquill,-1.38025086877406,0.1297965893060708,1,Baby
502,521,115,80,80,65,55,93,488,45,387,1059860,1.2,12,7,29.0,5,Unfezant,0.9069912673750895,0.48780287698471014,2,Fully Evolved
503,522,60,32,45,50,32,76,295,190,157,1000000,0.8,3,3,29.8,5,Blitzle,-2.4886457986439128,2.0710280259936225,1,Baby
504,523,100,63,75,80,63,116,497,75,511,1000000,1.6,3,3,79.5,5,Zebstrika,0.9601723043802305,2.0816824145945567,2,Fully Evolved
505,524,75,85,55,25,25,15,280,255,315,1059860,0.4,15,15,18.0,5,Roggenrola,-2.9220961113519572,-1.8340104701859086,1,Baby
506,525,105,105,70,50,40,20,390,120,352,1059860,0.9,15,15,102.0,5,Boldore,-0.4870981876146736,-1.8979501135451786,1,Baby
507,526,135,130,85,60,80,25,515,45,107,1059860,1.7,15,15,260.0,5,Gigalith,2.2445383249959487,-2.101448932518364,0,Legendary
508,527,45,43,65,55,43,72,323,190,30,1000000,0.4,14,7,2.1,5,Woobat,-2.1782744918953125,0.31881554315684546,1,Baby
509,528,57,55,67,77,55,114,425,45,115,1000000,0.9,14,7,10.5,5,Swoobat,-0.11459805850311951,0.7278920858176299,2,Fully Evolved
510,529,85,40,60,30,45,68,328,120,329,1000000,0.3,10,10,8.5,5,Drilbur,-1.8809003315811466,0.23271818427650803,1,Baby
511,530,135,60,110,50,65,88,508,60,491,1000000,0.7,10,16,40.4,5,Excadrill,0.988155622914972,-0.504277427093869,2,Fully Evolved
512,531,60,126,103,80,126,50,545,255,227,800000,1.1,12,12,31.0,5,Audino,0.6924758682593006,-1.4766741848022533,2,Fully Evolved
513,532,80,55,75,25,35,35,305,180,337,1059860,0.6,5,5,12.5,5,Timburr,-2.250242167987164,0.9000630380874369,1,Baby
514,533,105,85,85,40,50,40,405,90,337,1059860,1.2,5,5,40.0,5,Gurdurr,-0.2659184593694362,0.781066490934197,2,Fully Evolved
515,534,140,95,105,55,65,45,505,45,337,1059860,1.4,5,5,87.0,5,Conkeldurr,1.4783822003381664,0.8018765696747133,2,Fully Evolved
516,535,50,40,50,50,40,64,294,255,502,1059860,0.5,17,17,4.5,5,Tympole,-2.869206800113374,-1.5927894481130753,1,Baby
517,536,65,55,75,65,55,69,384,120,544,1059860,0.8,17,10,17.0,5,Palpitoad,-0.923525704398203,-0.7348196037736959,1,Baby
518,537,95,75,105,85,75,74,509,45,544,1059860,1.5,17,10,62.0,5,Seismitoad,1.437302302742047,-0.8293924960766822,2,Fully Evolved
519,538,100,85,120,30,85,45,465,45,265,1000000,1.3,5,5,55.5,5,Throh,0.8439178622858418,0.6230482957891913,2,Fully Evolved
520,539,125,75,75,30,75,85,465,45,267,1000000,1.4,5,5,51.0,5,Sawk,0.6993153210426758,1.2815463375182374,2,Fully Evolved
521,540,53,70,45,40,60,42,310,255,441,1059860,0.3,0,9,2.5,5,Sewaddle,-2.710792593422734,0.768135345500287,1,Baby
522,541,63,90,55,50,80,42,380,120,284,1059860,0.5,0,9,7.3,5,Swadloon,-1.035125393099772,0.770638752925794,1,Baby
523,542,103,80,75,70,80,92,500,45,347,1059860,1.2,0,9,20.5,5,Leavanny,1.0334523734057568,1.4640714860911241,2,Fully Evolved
524,543,45,59,30,30,39,57,260,255,86,1059860,0.4,0,13,5.3,5,Venipede,-3.3361585706241463,0.7300094547355868,1,Baby
525,544,55,99,40,40,79,47,360,120,119,1059860,1.2,0,13,58.5,5,Whirlipede,-0.9781265027229895,0.20287760264241983,1,Baby
526,545,100,89,60,55,69,112,485,45,320,1059860,2.5,0,13,200.5,5,Scolipede,1.5644547336546744,0.7819140008124918,2,Fully Evolved
527,546,27,60,40,37,50,66,280,190,113,1000000,0.3,9,4,0.6,5,Cottonee,-2.844551668861284,0.8979084289211955,1,Baby
528,547,67,85,60,77,75,116,480,75,567,1000000,0.7,9,4,6.6,5,Whimsicott,0.2904283473483144,1.148016769429224,2,Fully Evolved
529,548,35,50,45,70,50,30,280,190,73,1000000,0.5,9,9,6.6,5,Petilil,-2.666628448338167,0.11639193247939561,1,Baby
530,549,60,75,70,110,75,90,480,75,188,1000000,1.1,9,9,16.3,5,Lilligant,0.5946364945523218,0.6074203666395911,2,Fully Evolved
531,550,92,65,70,80,55,98,460,25,236,1000000,1.0,17,17,18.0,5,Basculin,0.5174850153098914,-1.0571318935232783,2,Fully Evolved
532,551,72,35,50,35,35,65,292,180,130,1059860,0.7,10,1,15.2,5,Sandile,-2.420021355534661,1.4937172350694246,1,Baby
533,552,82,45,60,45,45,74,351,90,130,1059860,1.0,10,1,33.4,5,Krokorok,-1.0989552576605626,1.5435349561342275,1,Baby
534,553,117,80,95,65,70,92,519,45,250,1059860,1.5,10,1,96.3,5,Krookodile,1.6377362168205736,1.3658685163628936,2,Fully Evolved
535,554,90,45,70,15,45,50,315,120,577,1059860,0.6,6,6,37.5,5,Darumaka,-1.862369034970486,0.7174511850932741,1,Baby
536,555,30,105,105,140,105,55,540,60,52,1059860,1.3,6,6,92.9,5,Darmanitan,1.9336155274553064,0.6315122640459082,2,Fully Evolved
537,556,86,67,75,106,67,60,461,255,75,1000000,1.0,9,9,28.0,5,Maractus,-0.3600819519492982,0.40142193622354816,2,Fully Evolved
538,557,65,85,50,35,35,55,325,190,403,1000000,0.3,0,15,14.5,5,Dwebble,-2.2946900438677087,0.11944628262291658,1,Baby
539,558,105,125,70,65,75,45,485,75,487,1000000,1.4,0,15,200.0,5,Crustle,1.1930477268185504,-0.48777053690247024,2,Fully Evolved
540,559,75,70,50,35,70,48,348,180,446,1000000,0.6,1,5,11.8,5,Scraggy,-1.8053149851655799,1.202304950095052,1,Baby
541,560,90,115,65,45,115,58,488,90,235,1000000,1.1,1,5,30.0,5,Scrafty,0.7367886413381008,1.0310462664662485,2,Fully Evolved
542,561,58,80,72,103,80,97,490,45,20,1000000,1.4,14,7,14.0,5,Sigilyph,0.9898426020401317,0.41228935697503494,2,Fully Evolved
543,562,30,85,38,55,65,30,303,190,475,1000000,0.5,8,8,1.5,5,Yamask,-2.4791331396903367,-0.25549904804476276,1,Baby
544,563,50,145,58,95,105,30,483,90,101,1000000,1.7,8,8,76.5,5,Cofagrigus,1.0337684278649748,-0.5176646191190782,2,Fully Evolved
545,564,78,103,54,53,45,22,355,45,386,1000000,0.7,17,15,16.5,5,Tirtouga,-0.9674460437681264,-2.0384223136542943,1,Baby
546,565,108,133,74,83,65,32,495,45,386,1000000,1.2,17,15,81.0,5,Carracosta,1.2196213510650358,-2.1538460304680638,2,Fully Evolved
547,566,112,45,55,74,45,70,401,45,178,1000000,0.5,15,7,9.5,5,Archen,-0.46876105454397715,0.43932052141964567,2,Fully Evolved
548,567,140,65,75,112,65,110,567,45,178,1000000,1.4,15,7,32.0,5,Archeops,2.0038453417713296,0.7556925822003507,2,Fully Evolved
549,568,50,62,50,40,62,65,329,190,530,1000000,0.6,13,13,31.0,5,Trubbish,-2.0798171853060285,-0.9777542887466459,1,Baby
550,569,95,82,80,60,82,75,474,60,531,1000000,1.9,13,13,107.3,5,Garbodor,1.0298707697720353,-1.0265384177861199,2,Fully Evolved
551,570,65,40,40,80,40,65,330,75,532,1059860,0.7,1,1,12.5,5,Zorua,-1.5942783436787307,2.3828592683744896,1,Baby
552,571,105,60,60,120,60,105,510,45,246,1059860,1.6,1,1,81.1,5,Zoroark,1.3850748094522438,2.879970370651932,2,Fully Evolved
553,572,50,40,55,40,40,75,300,255,93,800000,0.4,12,12,5.8,5,Minccino,-2.997266560119614,-0.2868405961176619,1,Baby
554,573,95,60,75,65,60,115,470,60,421,800000,0.5,12,12,7.5,5,Cinccino,0.053661676413638275,0.019499442262984713,2,Fully Evolved
555,574,30,50,45,55,65,45,290,200,181,1059860,0.4,14,14,5.8,5,Gothita,-2.5744816361708027,-1.0332701286884647,1,Baby
556,575,45,70,60,75,85,55,390,100,313,1059860,0.7,14,14,18.0,5,Gothorita,-0.69513010327403,-1.098274995071063,1,Baby
557,576,55,95,70,95,110,65,490,50,14,1059860,1.5,14,14,44.0,5,Gothitelle,1.2332228085410544,-1.0337767712573638,2,Fully Evolved
558,577,30,40,45,105,50,20,290,200,85,1059860,0.3,14,14,1.0,5,Solosis,-2.548930264784335,-0.9105397779648554,1,Baby
559,578,40,50,65,125,60,30,370,100,326,1059860,0.6,14,14,8.0,5,Duosion,-0.977776283061631,-0.9582425099803933,1,Baby
560,579,65,75,110,125,85,30,490,50,336,1059860,1.0,14,14,20.1,5,Reuniclus,1.0733821842714446,-1.2268463472263056,2,Fully Evolved
561,580,44,50,62,44,50,55,305,190,549,1000000,0.5,17,7,5.5,5,Ducklett,-2.452232787481684,-0.6242635439979888,1,Baby
562,581,87,63,75,87,63,98,473,45,558,1000000,1.3,17,7,24.2,5,Swanna,0.6375458576983378,-0.042263327954071166,2,Fully Evolved
563,582,50,50,36,65,60,44,305,255,199,1250000,0.4,11,11,5.7,5,Vanillite,-2.4734284969285936,-0.11885340561507785,1,Baby
564,583,65,65,51,80,75,59,395,120,244,1250000,1.1,11,11,41.0,5,Vanillish,-0.3967210444707846,-0.08459183358760371,2,Fully Evolved
565,584,95,85,71,110,95,79,535,45,463,1250000,1.3,11,11,57.5,5,Vanilluxe,1.851534767677403,-0.03631003882586736,2,Fully Evolved
566,585,60,50,60,40,50,75,335,190,439,1000000,0.6,12,9,19.5,5,Deerling,-2.0292995440081474,-0.05368675575621534,1,Baby
567,586,100,70,80,60,70,95,475,75,439,1000000,1.9,12,9,92.5,5,Sawsbuck,0.8999155025280836,-0.003241591677163213,2,Fully Evolved
568,587,75,60,55,75,60,103,428,200,455,1000000,0.4,3,7,5.0,5,Emolga,-1.0291290372386974,1.5536976450199855,1,Baby
569,588,75,45,50,40,45,60,315,200,94,1000000,0.5,0,0,5.9,5,Karrablast,-2.347599159377023,2.560378580801627,1,Baby
570,589,135,105,70,60,105,20,495,75,82,1000000,1.0,0,16,33.0,5,Escavalier,1.0089976018505784,-0.24086173245955217,2,Fully Evolved
571,590,55,45,69,55,55,15,294,190,338,1000000,0.2,9,13,1.0,5,Foongus,-2.5581117058516596,-0.6890159850597104,1,Baby
572,591,85,70,114,85,80,30,464,75,338,1000000,0.6,9,13,10.5,5,Amoonguss,0.41077887126089635,-0.6280061274567538,2,Fully Evolved
573,592,40,50,55,65,85,40,335,190,186,1000000,1.2,17,8,33.0,5,Frillish,-1.6332779071287453,-0.7854326889460429,1,Baby
574,593,60,70,100,85,105,60,480,60,186,1000000,2.2,17,8,135.0,5,Jellicent,1.4491244580229174,-0.8442232824732915,2,Fully Evolved
